cell_id,condition,opponent,seed,provider,cooperation_rate,action_volatility,half_life,curvature_beta2,cross_lag_peak,coop_recovery_delay,cost_usd,status
No-N_Random_s123_openai,No-N,Random,123,openai,0.62,20,,4.523346398631522,0,9,0.035742600000000006,ok
No-N_Random_s256_openai,No-N,Random,256,openai,0.8,15,,-1.7144652161854916,0,,0.03602060000000001,ok
No-N_Random_s1024_anthropic,No-N,Random,1024,anthropic,0.64,16,,0.539879344000545,0,7,0.127209,degraded
No-N_Random_s2048_anthropic,No-N,Random,2048,anthropic,0.8,12,,2.4206714456898686,0,,0.11634900000000004,degraded
No-N_Random_s511_deepseek,No-N,Random,511,deepseek,0.78,21,,2.166826271783062,0,4,0.009043719999999998,ok
No-N_Random_s511_openai,No-N,Random,511,openai,0.62,19,,4.520468266753651,0,4,0.0352866,ok
No-N_Random_s4096_anthropic,No-N,Random,4096,anthropic,0.68,22,,-0.45475900052708035,0,13,0.12139400000000002,ok
No-N_Random_s1024_deepseek,No-N,Random,1024,deepseek,0.74,18,,-1.6847629337613206,0,3,0.009006199999999999,degraded
No-N_Random_s1024_openai,No-N,Random,1024,openai,0.74,18,,-0.24025795669016464,0,,0.036512600000000006,ok
No-N_Random_s2048_deepseek,No-N,Random,2048,deepseek,0.76,19,,1.3527566090093017,0,5,0.009270799999999997,ok
No-N_Random_s2048_openai,No-N,Random,2048,openai,0.58,19,,-1.9573051067989151,0,7,0.034605,ok
No-N_Random_s8192_anthropic,No-N,Random,8192,anthropic,0.72,14,,0.6673161301777296,0,2,0.11911899999999997,ok
No-N_GTFT_s7_anthropic,No-N,GTFT,7,anthropic,0.88,7,,-2.927346059881457,0,8,0.09104899999999998,ok
No-N_Random_s4096_openai,No-N,Random,4096,openai,0.76,19,,2.0294843991249842,0,,0.034642200000000005,ok
No-N_Random_s4096_deepseek,No-N,Random,4096,deepseek,0.8,18,,-2.4584816942808323,0,2,0.009030840000000004,degraded
No-N_GTFT_s17_anthropic,No-N,GTFT,17,anthropic,0.94,6,,-0.2661689111362544,0,2,0.08491900000000001,ok
No-N_Random_s8192_openai,No-N,Random,8192,openai,0.72,17,,-3.5720396155551524,0,1,0.034069400000000014,ok
No-N_GTFT_s7_deepseek,No-N,GTFT,7,deepseek,0.82,15,,-1.7287049167324973,0,4,0.008568280000000003,ok
No-N_GTFT_s99_anthropic,No-N,GTFT,99,anthropic,0.88,12,,-0.42207715208039936,0,,0.09429900000000001,ok
No-N_GTFT_s17_deepseek,No-N,GTFT,17,deepseek,0.9,6,,-1.3862269170116144,0,2,0.008405880000000001,degraded
No-N_GTFT_s7_openai,No-N,GTFT,7,openai,0.86,14,,-0.3355845178036208,0,,0.026809400000000004,ok
No-N_Random_s8192_deepseek,No-N,Random,8192,deepseek,0.74,17,,-0.8371608914169131,0,4,0.009096080000000001,degraded
No-N_GTFT_s17_openai,No-N,GTFT,17,openai,0.94,6,,0.7708113008694045,0,,0.0248486,ok
No-N_GTFT_s123_anthropic,No-N,GTFT,123,anthropic,0.86,14,,0.8502808261656687,0,,0.07559899999999999,ok
No-N_GTFT_s256_anthropic,No-N,GTFT,256,anthropic,0.94,6,,-1.2079788297695937,0,,0.07897399999999996,ok
No-N_GTFT_s123_deepseek,No-N,GTFT,123,deepseek,0.84,11,,-1.5553343938251978,0,,0.0083552,ok
No-N_GTFT_s511_anthropic,No-N,GTFT,511,anthropic,0.84,10,,1.5486766318286507,0,12,0.09157400000000002,ok
No-N_GTFT_s99_deepseek,No-N,GTFT,99,deepseek,0.82,15,,0.5777359353420536,0,5,0.008288840000000002,degraded
No-N_GTFT_s99_openai,No-N,GTFT,99,openai,0.78,20,,1.771927704638958,0,,0.03440900000000001,ok
No-N_GTFT_s256_openai,No-N,GTFT,256,openai,0.86,6,,1.3786996527063278,0,,0.026541000000000006,ok
No-N_GTFT_s123_openai,No-N,GTFT,123,openai,0.88,11,,-1.6248462709459108,0,,0.028841400000000003,ok
No-N_GTFT_s1024_anthropic,No-N,GTFT,1024,anthropic,0.76,22,,0.32650964062510307,0,,0.11485899999999998,ok
No-N_GTFT_s511_openai,No-N,GTFT,511,openai,0.92,8,,1.2119053843306724,0,,0.0265218,ok
No-N_GTFT_s256_deepseek,No-N,GTFT,256,deepseek,0.78,17,,-1.2471403585308136,0,,0.008598240000000004,degraded
No-N_GTFT_s1024_deepseek,No-N,GTFT,1024,deepseek,0.76,15,,0.22427044517666422,0,10,0.00841428,ok
No-N_GTFT_s2048_anthropic,No-N,GTFT,2048,anthropic,0.88,8,,-0.5971218769433639,0,11,0.093594,ok
No-N_GTFT_s511_deepseek,No-N,GTFT,511,deepseek,0.82,16,,0.09055327289612686,0,1,0.008710800000000003,degraded
No-N_GTFT_s4096_anthropic,No-N,GTFT,4096,anthropic,0.92,8,,0.2475858041699383,0,,0.091639,ok
No-N_GTFT_s8192_anthropic,No-N,GTFT,8192,anthropic,0.88,10,,0.8447307110501173,0,13,0.08332899999999997,ok
No-N_GTFT_s2048_deepseek,No-N,GTFT,2048,deepseek,0.78,15,,1.506257993987934,0,2,0.00852012,degraded
No-N_GTFT_s1024_openai,No-N,GTFT,1024,openai,0.74,17,,0.7296188553043599,0,,0.0328106,ok
No-N_GTFT_s4096_deepseek,No-N,GTFT,4096,deepseek,0.9,10,,-0.5406842541360636,0,,0.008106840000000002,ok
No-N_GTFT_s2048_openai,No-N,GTFT,2048,openai,0.92,8,,1.1885558021326368,0,,0.027616199999999994,ok
Random-Gamma_TFT_s7_anthropic,Random-Gamma,TFT,7,anthropic,0.94,6,,0.6475477447988072,9,,0.075519,ok
No-N_GTFT_s8192_deepseek,No-N,GTFT,8192,deepseek,0.9,7,,-0.5820680665723047,0,4,0.00862652,ok
Random-Gamma_TFT_s17_anthropic,Random-Gamma,TFT,17,anthropic,0.92,6,,-0.4192244701595724,0,,0.09009400000000002,ok
No-N_GTFT_s4096_openai,No-N,GTFT,4096,openai,0.82,7,,-1.5414483022762746,0,,0.029995799999999996,ok
Random-Gamma_TFT_s17_deepseek,Random-Gamma,TFT,17,deepseek,0.94,4,,0.77913580743792,0,3,0.008022840000000002,ok
Random-Gamma_TFT_s99_anthropic,Random-Gamma,TFT,99,anthropic,0.96,1,,0.8045496621249129,0,,0.07281900000000002,ok
No-N_GTFT_s8192_openai,No-N,GTFT,8192,openai,0.8,17,,-1.717226217845894,0,2,0.0317006,ok
Random-Gamma_TFT_s7_deepseek,Random-Gamma,TFT,7,deepseek,0.86,14,,3.899035494085524,2,5,0.00843108,degraded
Random-Gamma_TFT_s123_anthropic,Random-Gamma,TFT,123,anthropic,0.8,16,,5.202360019813088,0,2,0.10163400000000002,ok
Random-Gamma_TFT_s7_openai,Random-Gamma,TFT,7,openai,0.74,17,,-1.0657816448423658,1,5,0.033563,ok
Random-Gamma_TFT_s123_deepseek,Random-Gamma,TFT,123,deepseek,0.9,8,,-0.12760945861588474,0,8,0.008257200000000001,ok
Random-Gamma_TFT_s99_deepseek,Random-Gamma,TFT,99,deepseek,0.86,13,,1.876015680870111,0,6,0.008234520000000002,ok
Random-Gamma_TFT_s256_anthropic,Random-Gamma,TFT,256,anthropic,0.84,14,,2.291460372037658,0,4,0.08728400000000001,ok
Random-Gamma_TFT_s17_openai,Random-Gamma,TFT,17,openai,0.76,18,,0.891871767228994,0,9,0.030365399999999997,ok
Random-Gamma_TFT_s99_openai,Random-Gamma,TFT,99,openai,0.74,16,,-1.289731440640325,0,11,0.0330426,ok
Random-Gamma_TFT_s511_anthropic,Random-Gamma,TFT,511,anthropic,0.82,17,,-2.147690934705912,8,3,0.10864400000000003,ok
Random-Gamma_TFT_s1024_anthropic,Random-Gamma,TFT,1024,anthropic,0.94,6,,1.1597085053046727,0,1,0.08059399999999996,ok
Random-Gamma_TFT_s256_deepseek,Random-Gamma,TFT,256,deepseek,0.84,9,,3.0432830586499664,0,,0.008310400000000004,ok
